tile,cluster,pit,area_m2,floor_px,n_ground_in_floor,n_reclaim_in_floor,depth_A_m,depth_B_m,d_depth_m,dz_floor_med,dz_floor_min,dz_ring_med
616591,46,25,37.0060857266051,147,85,5,0.942785973815603,0.9416496581611113,-0.001136315654491682,-6.437195020225772e-05,-0.09629523644156279,0.0
616591,47,35,38.24077496232389,155,83,7,1.1039404583438568,1.0979191702742241,-0.0060212880696326465,0.0,-0.21654874392834245,0.0
616591,48,53,40.05137753371185,162,118,2,0.3981191964058439,0.39870408853522576,0.0005848921293818421,0.0,-0.09765309470219563,0.0
616591,49,36,37.36682647133989,150,108,12,1.4110291861601922,1.4026765500457827,-0.008352636114409506,-0.003063399927413002,-0.13090630763196032,0.0
616591,50,47,40.513089262467226,163,77,22,1.0467065586247486,1.0482428817560958,0.001536323131347217,-0.00036826077990781414,-0.20965353277318854,0.0
616591,51,55,30.865649976817473,125,82,0,0.7416962677403376,0.756145033056896,0.014448765316558365,0.0,-0.04523823329293464,0.0
615591,0,12,37.15105993076395,150,89,23,1.2381488369333624,1.3029110107036672,0.0647621737703048,-0.01488705935253165,-0.26102919115697887,0.0
615591,1,17,32.516224756010175,132,85,6,1.0458039466017794,1.041012447065782,-0.0047914995359974455,0.0,-0.11137000654628082,0.0
615591,1,27,100.18749108210393,402,90,12,0.543999273382326,0.5836958761965434,0.039696602814217385,-0.0028307315757558627,-0.21498756941355168,0.0
615591,2,11,27.481727618884307,111,132,11,1.1560515705397734,1.151870085253222,-0.0041814852865513785,-1.1368683772161603e-13,-0.15711524663743148,0.0
615591,3,18,27.519780745854494,111,62,6,0.8569289297940941,0.856487503648566,-0.0004414261455281121,0.0,-0.10003755505346135,0.0
615591,4,28,42.65690115316969,171,102,11,0.9927573155733853,0.9809361119282585,-0.011821203645126843,-5.684341886080802e-14,-0.24584972940800753,0.0
615591,5,29,25.659622336373115,105,67,2,0.7438896956962822,0.7517879063745454,0.00789821067826324,0.0,-0.11202467204498134,0.0
615591,6,19,18.232047098996844,72,92,0,0.43069701095259916,0.4312443902992982,0.0005473793466990173,0.0,-0.0262218862028476,0.0
615591,7,26,46.08560637256957,184,105,11,1.8065005709716502,1.8148451701444515,0.008344599172801281,-0.00047768073525844557,-0.20683227051637232,0.0
615591,8,7,28.584245119728525,114,160,10,1.0188885336932572,1.0167467188692854,-0.0021418148239717993,0.0,-0.07982581248177212,0.0
615591,9,33,25.2446744680831,103,121,2,0.6615471018624817,0.6566399677228105,-0.004907134139671143,0.0,-0.056025780609900266,0.0
615591,10,22,42.77583014506961,175,110,0,0.42859922553503793,0.42479885100482306,-0.0038003745302148673,0.0,-0.03204025002531807,0.0
615591,11,32,36.379624780566715,144,182,5,0.00506771995969757,-0.026499207712959105,-0.031566927672656675,0.0,-0.0835013592692917,0.0
615591,12,34,40.32828946971193,161,105,13,1.5657270252514195,1.564334768438414,-0.001392256813005588,-0.0037708929634163724,-0.1134478748761012,0.0
615591,13,23,51.12747442135847,206,208,35,1.9849323970877322,1.9944876723548646,0.009555275267132401,-0.0023026907942096386,-0.21878310913427867,-5.684341886080802e-14
615591,14,25,22.82373910829627,93,62,14,0.9372672366110919,0.962785201735187,0.0255179651240951,-0.0066026938535515,-0.25914311626559083,0.0
615591,15,31,22.317800278963336,92,63,8,1.471729800816604,1.490458834239064,0.018729033422459906,-2.842170943040401e-14,-0.18892832464160847,0.0
615591,16,30,37.084043790002724,147,114,22,1.2963796706750372,1.3037115996153261,0.00733192894028889,-0.00333424682611394,-0.20004939717409798,0.0
615591,17,16,79.2117111953032,319,361,9,0.90164413260635,0.8871399755852849,-0.014504157021065112,0.0,-0.07541930398889463,0.0
615591,18,9,34.015116788681034,136,65,7,1.0871973557614183,1.0888486552489667,0.0016512994875483855,-5.684341886080802e-14,-0.20462948264207625,0.0
615591,19,10,28.619626102918037,115,73,1,0.6859563029098013,0.6859443308807158,-1.1972029085427494e-05,0.0,-0.034879555463419365,0.0
615591,20,8,45.73710143854175,183,85,23,1.072357756828353,1.0723733607620147,1.560393366162316e-05,-0.009329082245301379,-0.186141334948843,0.0
615591,21,20,14.682009868943132,59,26,0,0.4060954539946806,0.40688824180858774,0.0007927878139071254,0.0,0.0,0.0
615591,22,0,26.450227166851477,107,51,1,-0.4678304990595734,-0.4431985535632066,0.024631945496366825,0.0,-0.11701166593127255,0.0
615591,23,6,28.53915053138148,116,191,3,0.43137551775140537,0.42490522238330186,-0.006470295368103507,0.0,-0.15150872553283534,0.0
615591,24,1,29.596975943262965,120,83,3,0.5863261315557224,0.5837630932936122,-0.00256303826211024,0.0,-0.1248674446987934,0.0
615591,25,2,20.501403160972703,82,53,8,1.0790939955555814,1.0778745898501256,-0.001219405705455756,0.0,-0.06873674543010111,0.0
615591,25,3,13.401514159567093,53,51,2,0.7932436556097286,0.7851459783147448,-0.008097677294983896,0.0,-0.0281557735277147,0.0
615591,25,4,28.304985206618564,113,110,3,0.69470401712897,0.6969001022063139,0.0021960850773439233,0.0,-0.08178627905851954,0.0
615591,25,5,21.837889092075994,86,45,6,0.5942453110658334,0.5937580483815736,-0.0004872626842598038,-0.0002585757592044047,-0.07234873891155758,0.0
615591,25,13,18.40812471588573,73,54,2,0.7087529106365196,0.7057763407063362,-0.0029765699301833592,0.0,-0.062174640192893094,0.0
615591,25,14,33.608766872179956,134,112,2,0.2433258786645638,0.2433258786645638,0.0,0.0,-0.06048714951407419,0.0
615591,25,15,44.032502674991726,178,198,0,0.6120580558051074,0.6123158865129312,0.000257830707823814,0.0,-0.028092397284808612,0.0
615591,25,21,25.824570078042143,110,147,0,0.25937246767648503,0.2563198306762615,-0.0030526370002235126,-0.0006683799343534247,-0.07736661924957389,-5.684341886080802e-14
615591,26,24,29.76424621632027,119,61,1,1.2583073385200692,1.2609857793838728,0.002678440863803644,0.0,-0.09103350470996929,0.0
